DATE,CLOSESPX,OPENSPX,HIGHSPX,LOWSPX,CLOSEVIX,OPENVIX,HIGHVIX,LOWVIX,CLOSETLT,OPENTLT,HIGHTLT,LOWTLT,VOLTLT,CLOSENASDAQ,OPENNASDAQ,HIGHNASDAQ,LOWNASDAQ,OPENXOI,CLOSEXOI,HIGHXOI,LOWXOI,PRICE,DIX,GEX,VOLUME,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
20110516,1329.47,1334.77,1343.33,1327.32,17.99,17.86,18.1,16.61,95.61,95.03,95.78,94.76,1238200.0,2338.17,2368.47,2375.36,2332.84,1275.62,1271.7,1294.89,1268.15,1329.469971,0.389702743625763,779596412.269,3846250000,New York City,16.7,12.1,14.0,16.7,12.1,14.0,13.3,95.0,2.498,100,33.33,rain,0.0,0.0,37.1,24.1,57.0,1005.8,99.5,3.9,197.7,17.1,6,,20110516T05:38:18,20110516T20:07:03,0.47,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
20110517,1328.98,1326.1,1330.42,1318.51,17.49,18.54,19.09,17.49,96.59,96.01,96.59,95.98,2269000.0,2343.62,2325.86,2343.62,2320.33,1266.3,1272.15,1276.88,1256.09,1328.97998,0.3947468322564728,841850592.0,4053970000,New York City,15.2,11.9,13.3,15.2,11.9,13.3,12.1,92.2,16.743,100,45.83,rain,0.0,0.0,51.8,29.3,50.2,1012.6,99.8,10.2,117.6,10.0,4,,20110517T05:37:23,20110517T20:08:00,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72502594741,KTEB,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20110518,1340.68,1328.54,1341.82,1326.59,16.23,17.56,17.68,16.03,95.29,96.27,96.38,95.28,1566800.0,2362.67,2340.69,2366.4,2337.48,1273.11,1289.0,1297.31,1269.37,1340.680054,0.4023302249231638,1366160182.325,3922030000,New York City,18.1,12.3,15.1,18.1,12.3,15.1,14.2,94.6,49.428,100,87.5,rain,0.0,0.0,40.7,25.3,58.1,1014.5,99.9,8.5,197.1,17.0,7,,20110518T05:36:30,20110518T20:08:57,0.54,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
20110519,1343.6,1342.4,1346.82,1336.36,15.6,15.9,16.56,15.55,95.27,94.47,95.32,94.47,1930300.0,2369.6,2369.06,2374.22,2355.4,1298.27,1290.77,1301.23,1282.19,1343.599976,0.3946342030319486,1543685364.78,3626110000,New York City,21.8,14.9,18.0,21.8,14.9,18.0,15.5,86.0,4.387,100,12.5,rain,0.0,0.0,31.3,14.5,94.0,1015.3,80.5,9.5,224.8,19.4,8,,20110519T05:35:39,20110519T20:09:53,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
20110520,1333.27,1342.0,1342.0,1330.67,17.15,15.88,17.38,15.7,95.32,95.03,95.41,94.73,1437900.0,2351.23,2365.49,2368.99,2348.73,1295.59,1288.5,1299.98,1279.23,1333.27002,0.4132016164569771,1288076423.565,4066020000,New York City,17.8,14.3,16.0,17.8,14.3,16.0,13.8,87.0,3.945,100,33.33,rain,0.0,0.0,,8.7,7.1,1014.0,74.3,8.1,213.6,18.5,7,,20110520T05:34:49,20110520T20:10:48,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20110523,1317.37,1333.07,1333.07,1312.88,17.91,20.03,20.03,17.47,95.78,95.74,96.19,95.6,1208600.0,2316.84,2318.16,2325.86,2306.43,1263.8,1269.66,1273.19,1259.14,1317.369995,0.4058465565335275,539696742.805,3255580000,New York City,18.4,13.0,15.8,18.4,13.0,15.8,14.0,89.2,0.526,100,16.67,rain,0.0,0.0,40.7,16.1,141.7,1015.9,100.0,11.6,198.1,17.1,6,,20110523T05:32:31,20110523T20:13:30,0.7,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
20110524,1316.28,1317.7,1323.72,1313.87,17.71,18.07,18.19,17.0,96.14,95.62,96.14,95.46,1270800.0,2303.42,2321.59,2322.63,2302.36,1280.66,1286.51,1296.35,1280.37,1316.280029,0.3893803484962401,510244377.512,3846250000,New York City,27.3,17.9,23.3,27.7,17.9,23.4,16.8,69.4,1.11,100,8.33,rain,0.0,0.0,40.7,19.2,250.5,1008.1,72.0,11.0,279.5,24.1,8,,20110524T05:31:48,20110524T20:14:22,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
20110525,1320.47,1316.36,1325.86,1311.8,16.96,18.26,18.26,16.7,95.69,96.15,96.28,95.54,1317900.0,2310.97,2299.49,2321.51,2298.72,1277.02,1298.42,1303.69,1276.24,1320.469971,0.397290689726496,740695062.903,4109670000,New York City,27.8,18.8,23.0,27.8,18.8,22.9,13.6,56.9,0.0,0,0.0,,0.0,0.0,31.3,17.4,115.6,1012.3,27.9,15.9,337.5,29.1,10,,20110525T05:31:07,20110525T20:15:14,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20110526,1325.69,1320.64,1328.51,1314.41,16.3,17.17,17.46,15.9,96.51,95.98,96.55,95.89,1939400.0,2325.96,2306.44,2332.02,2306.11,1298.48,1308.27,1311.45,1291.32,1325.689941,0.3976559763379473,794680724.93,3259470000,New York City,25.5,17.7,21.1,25.5,17.7,21.1,17.1,78.6,0.0,0,0.0,,0.0,0.0,35.3,17.3,129.3,1012.7,39.1,10.7,288.2,24.7,9,,20110526T05:30:28,20110526T20:16:05,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20110527,1331.1,1330.22,1332.01,1330.21,16.0,16.12,16.12,15.96,96.47,96.15,96.51,95.88,1440000.0,2336.29,2328.65,2339.1,2327.32,1313.52,1315.21,1325.47,1309.59,1331.099976,0.400935309915913,918664965.16,3124560000,New York City,29.1,18.5,23.5,30.0,18.5,23.9,17.8,72.1,0.0,0,0.0,,0.0,0.0,35.3,18.8,139.7,1013.9,27.1,10.4,318.8,27.5,9,,20110527T05:29:51,20110527T20:16:54,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
20110531,1345.2,1331.1,1345.2,1331.1,15.43,15.85,16.5,15.15,96.69,96.2,96.75,96.09,1986300.0,2372.22,2359.05,2372.23,2347.23,1336.42,1332.22,1340.75,1319.8,1345.199951,0.4024774071359699,1501018826.775,4696240000,New York City,30.1,22.0,25.4,29.6,22.0,25.5,17.3,62.3,0.0,0,0.0,,0.0,0.0,31.3,16.8,88.1,1021.2,7.3,15.1,322.6,28.0,9,,20110531T05:27:42,20110531T20:20:03,0.96,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
20110601,1314.55,1345.2,1345.2,1313.71,18.34,15.95,18.34,15.95,97.64,96.93,97.71,96.9,3273200.0,2322.65,2368.29,2373.82,2321.0,1327.68,1299.31,1329.89,1296.12,1314.550049,0.4415818154795479,765472910.6735,4241090000,New York City,32.3,20.7,26.4,36.7,20.7,27.8,20.2,70.6,0.0,0,0.0,,0.0,0.0,42.5,22.0,215.9,1016.1,33.3,10.4,172.5,14.7,5,,20110601T05:27:15,20110601T20:20:48,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20110602,1312.94,1314.55,1318.03,1305.61,18.11,17.92,18.72,17.39,95.78,96.5,96.9,95.78,4224600.0,2326.98,2325.56,2335.66,2314.69,1298.59,1294.4,1305.33,1280.21,1312.939941,0.4130699544074263,737054457.098,3762170000,New York City,28.4,18.1,23.1,27.5,18.1,23.0,5.6,32.5,0.0,0,0.0,,0.0,0.0,58.9,33.3,294.5,1012.6,9.0,16.0,363.1,31.1,10,,20110602T05:26:49,20110602T20:21:31,0.03,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20110603,1300.16,1312.94,1312.94,1297.9,17.83,18.23,19.87,17.12,96.33,96.58,96.59,95.58,2723500.0,2292.35,2301.4,2317.93,2289.41,1274.88,1293.54,1304.9,1273.13,1300.160034,0.4361097185889154,405956517.902,3505030000,New York City,24.3,14.0,19.3,24.3,14.0,19.3,2.5,34.4,0.0,0,0.0,,0.0,0.0,46.8,25.7,308.4,1017.1,12.0,16.0,367.1,31.7,10,,20110603T05:26:25,20110603T20:22:13,0.06,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20110606,1286.17,1300.26,1300.26,1284.72,18.51,18.42,18.65,17.65,95.6,95.47,95.99,95.22,2648800.0,2274.39,2288.61,2299.4,2273.24,1291.8,1267.63,1296.08,1264.19,1286.170044,0.4001471281500261,24119666.104,3555980000,New York City,27.3,16.5,21.8,27.1,16.5,21.8,13.3,60.8,0.0,0,0.0,,0.0,0.0,25.9,11.4,56.1,1015.7,42.7,16.0,334.6,29.0,10,,20110606T05:25:27,20110606T20:24:12,0.17,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20110607,1284.94,1286.31,1296.22,1284.74,18.21,18.13,18.48,17.39,96.04,95.23,96.06,95.12,2016300.0,2269.17,2279.55,2288.76,2268.06,1278.05,1269.63,1285.55,1269.22,1284.939941,0.4067739261627282,172403089.14,3846250000,New York City,30.7,19.2,25.7,30.3,19.2,25.6,15.0,53.8,0.0,0,0.0,,0.0,0.0,42.5,20.1,250.1,1013.1,24.0,14.8,334.6,29.0,10,,20110607T05:25:11,20110607T20:24:48,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
20110608,1279.56,1284.63,1287.04,1277.42,18.71,18.15,18.79,17.72,96.79,96.26,96.84,96.17,2430400.0,2253.16,2264.4,2268.0,2246.62,1273.44,1270.11,1286.04,1266.94,1279.560059,0.4045812401043901,285916518.02,3970810000,New York City,34.4,23.0,29.1,36.2,23.0,29.9,18.0,52.4,0.0,0,0.0,,0.0,0.0,29.5,13.9,266.2,1011.6,15.1,14.0,315.3,27.1,9,,20110608T05:24:57,20110608T20:25:24,0.25,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20110609,1289.0,1279.63,1294.54,1279.63,17.69,18.2,18.31,17.26,96.4,97.08,97.33,95.93,2495000.0,2256.89,2253.23,2267.76,2246.49,1279.73,1286.5,1293.2,1274.37,1289.0,0.4144506947029147,110999211.335,3332510000,New York City,35.0,21.6,28.8,39.5,21.6,30.3,20.1,61.6,3.669,100,16.67,rain,0.0,0.0,43.4,21.0,268.6,1010.5,25.1,10.7,180.2,15.7,6,,20110609T05:24:46,20110609T20:25:58,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20110610,1270.98,1288.6,1288.6,1268.28,18.78,17.93,19.16,17.93,97.14,96.9,97.39,96.81,2190300.0,2221.58,2249.4,2250.89,2220.83,1281.8,1262.62,1281.8,1259.54,1270.97998,0.4361255265327686,459227978.2,3846250000,New York City,30.5,21.2,25.1,31.5,21.2,25.4,18.3,67.4,0.0,0,0.0,,0.0,0.0,29.5,14.5,157.8,1013.7,44.0,12.7,300.5,26.1,9,,20110610T05:24:36,20110610T20:26:30,0.31,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20110613,1271.83,1271.31,1277.04,1265.64,19.56,19.1,20.02,18.41,96.65,96.76,97.28,96.64,1334700.0,2222.07,2225.21,2234.22,2214.37,1265.34,1250.34,1274.3,1239.82,1271.829956,0.4088508603468689,449818392.34,4132520000,New York City,22.3,16.2,19.0,22.3,16.2,19.0,12.9,70.0,1.129,100,12.5,rain,0.0,0.0,40.7,16.5,338.4,1011.5,77.0,13.0,301.5,25.8,9,,20110613T05:24:19,20110613T20:27:57,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20110614,1287.87,1272.22,1292.5,1272.22,18.37,18.56,18.56,17.8,95.19,95.74,95.9,95.14,2015000.0,2250.72,2240.39,2256.46,2240.39,1263.62,1276.76,1282.82,1263.62,1287.869995,0.426970319314135,97844618.176,3500280000,New York City,20.5,16.0,17.5,20.5,16.0,17.5,12.7,73.8,2.113,100,20.83,rain,0.0,0.0,33.5,17.8,31.2,1011.5,71.2,15.4,315.3,27.3,9,,20110614T05:24:17,20110614T20:28:23,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20110615,1265.42,1287.87,1287.87,1261.9,21.31,19.31,21.66,19.03,96.92,95.39,96.94,95.38,2616800.0,2209.02,2229.81,2243.22,2204.15,1258.75,1244.2,1267.89,1237.27,1265.420044,0.4302597484995706,618829105.244,4070500000,New York City,28.2,14.1,21.0,27.4,14.1,20.9,10.7,55.0,0.0,0,0.0,,0.0,0.0,44.3,14.7,328.1,1011.4,29.1,16.0,348.8,30.1,10,,20110615T05:24:17,20110615T20:28:47,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20110616,1267.64,1265.53,1274.11,1258.07,22.84,21.37,24.65,20.81,97.36,97.08,97.53,96.82,2686100.0,2200.16,2209.75,2216.74,2180.94,1241.51,1245.01,1255.46,1232.43,1267.640015,0.3879749628199702,643026779.91,3846250000,New York City,28.2,17.3,23.0,27.6,17.3,22.9,13.1,56.6,0.0,0,0.0,,0.0,0.0,33.5,17.5,235.8,1012.7,45.3,15.2,241.1,21.0,7,,20110616T05:24:19,20110616T20:29:10,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
20110617,1271.5,1268.58,1279.82,1267.4,21.79,21.56,22.39,20.35,96.87,96.84,97.14,96.65,2263500.0,2192.55,2220.04,2222.51,2186.78,1256.4,1244.66,1261.25,1237.25,1271.5,0.4089676915491283,444255510.62,4916460000,New York City,23.9,18.3,20.5,23.9,18.3,20.5,17.8,85.0,47.262,100,54.17,rain,0.0,0.0,81.4,15.0,164.5,1011.7,81.9,10.7,185.0,15.9,7,,20110617T05:24:23,20110617T20:29:31,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20110620,1278.36,1271.5,1280.42,1267.56,20.05,22.99,23.08,19.99,97.02,97.32,97.35,96.59,2090900.0,2204.26,2187.21,2210.64,2186.77,1238.34,1244.88,1246.98,1234.85,1278.359985,0.371377592250574,130641736.1,3464660000,New York City,26.1,19.1,22.6,26.1,19.1,22.6,13.5,57.3,0.0,0,0.0,,0.0,0.0,35.3,14.2,111.9,1011.7,35.4,16.0,224.0,19.2,8,,20110620T05:24:47,20110620T20:30:22,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20110621,1295.52,1278.4,1297.62,1278.4,18.62,19.46,19.46,17.72,96.59,96.67,97.03,96.27,1760200.0,2251.67,2210.97,2253.27,2203.71,1254.27,1272.77,1277.59,1254.21,1295.52002,0.4234861745377597,594237200.535,4056150000,New York City,27.8,21.3,24.4,28.9,21.3,24.7,17.8,67.0,0.0,0,0.0,,0.0,0.0,27.7,13.6,227.2,1012.3,45.4,14.8,173.4,15.0,6,,20110621T05:24:58,20110621T20:30:35,0.69,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20110622,1287.14,1295.48,1298.61,1286.79,18.46,18.86,18.9,17.72,96.65,96.97,97.06,96.41,1440300.0,2235.82,2243.21,2254.64,2234.83,1265.77,1266.79,1283.04,1264.65,1287.140015,0.4472098927635801,421966023.175,3718420000,New York City,26.2,22.1,23.9,26.2,22.1,23.9,19.0,74.8,6.023,100,4.17,rain,0.0,0.0,30.6,14.7,150.7,1011.5,55.2,13.7,267.2,23.1,7,,20110622T05:25:11,20110622T20:30:47,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20110623,1283.5,1286.6,1286.6,1262.87,19.25,20.23,21.5,19.22,97.39,97.24,97.73,97.15,1956500.0,2255.35,2210.49,2256.7,2204.47,1241.36,1250.58,1251.41,1221.95,1283.5,0.4461674181899256,673524372.871,4983450000,New York City,22.3,19.1,21.1,22.3,19.1,21.1,19.9,93.0,5.71,100,16.67,rain,0.0,0.0,37.1,23.0,56.2,1007.9,88.3,7.9,161.4,13.8,6,,20110623T05:25:27,20110623T20:30:57,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20110624,1268.45,1283.04,1283.93,1267.24,21.07,19.2,21.28,19.1,96.98,97.36,97.69,96.98,1801400.0,2217.39,2245.49,2246.96,2213.1,1248.16,1228.62,1250.7,1226.18,1268.449951,0.4474775675604366,197912878.19,3665340000,New York City,21.2,18.8,19.6,21.2,18.8,19.6,18.3,92.1,1.352,100,20.83,rain,0.0,0.0,33.5,14.1,67.7,1006.8,99.7,6.0,266.1,22.9,7,,20110624T05:25:44,20110624T20:31:04,0.78,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
20110627,1280.1,1268.44,1284.91,1267.53,20.59,21.6,21.82,20.27,95.65,96.87,96.87,95.55,2000000.0,2252.3,2217.63,2263.21,2215.14,1223.98,1236.08,1243.16,1223.74,1280.099976,0.4229687257351265,533994908.78,3479070000,New York City,27.1,19.2,23.6,27.8,19.2,23.6,16.3,64.6,0.0,0,0.0,,0.0,0.0,31.3,13.4,123.6,1015.8,41.5,15.9,343.4,29.6,10,,20110627T05:26:45,20110627T20:31:16,0.88,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20110628,1296.67,1280.21,1296.8,1280.21,19.26,20.3,20.45,19.26,94.88,95.48,95.67,94.74,2042700.0,2286.35,2256.52,2286.87,2254.94,1245.32,1265.02,1265.8,1244.13,1296.670044,0.4346091542572899,1000303669.785,3681500000,New York City,27.7,22.4,25.1,29.0,22.4,25.4,19.2,70.2,0.0,0,0.0,,0.0,0.0,27.7,15.5,161.2,1012.2,65.2,13.4,289.6,25.2,8,,20110628T05:27:08,20110628T20:31:15,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
20110629,1307.41,1296.85,1309.21,1296.85,17.31,18.62,18.83,17.27,94.25,94.94,95.18,94.03,2214100.0,2294.58,2290.5,2299.32,2278.85,1272.12,1282.84,1287.39,1264.69,1307.410034,0.4191406401143612,1263240916.7,4347540000,New York City,27.3,21.7,24.6,27.5,21.7,24.7,16.3,62.3,1.78,100,8.33,rain,0.0,0.0,42.5,18.5,308.6,1010.9,47.9,14.2,289.0,25.0,10,,20110629T05:27:34,20110629T20:31:13,0.95,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"72502594741,72505394728,KEWR,KLGA,72502014734,74486094789,KNYC,72503014732"
